review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_comment_message_english
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,2018-01-04 00:00:00,2018-01-05 23:30:00,They met the promises in the purchase and with a satisfactory delivery time
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,2018-03-08 00:00:00,2018-03-08 12:27:34,I asked for reimbursement and no reply so far
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,2018-05-10 00:00:00,2018-05-11 03:08:49,Super fast.
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,"Satisfeito
",2017-11-22 00:00:00,2017-11-22 14:45:40,Satisfied
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,"estao de parabens... sempre chega com muiiita antecedencia..

Muito obrigada.... ",2017-06-24 00:00:00,2017-06-29 13:48:21,thank you... always comes with a lot of antecedence.. Thank you a lot....
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,2018-05-23 00:00:00,2018-05-28 12:48:45,OK RECOMMENDS
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.",2018-01-16 00:00:00,2018-01-18 23:25:29,"The product arrived, but my PC could not recognize USB doors."
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Produto de muito boa qualidade, chegou antes do prazo prometido",2017-12-17 00:00:00,2017-12-19 17:31:58,"Very good quality product, arrived before the deadline promised"
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",2018-01-04 00:00:00,2018-01-10 09:52:57,"This was the request Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 each (NOT INTERESTED) sold and delivered targaryen Tapete de Eva No Letras 36 Peças Crianças 1 un - R$ 35,90 (STOT INTERESTED)"
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Entrega muito rápida
Parabéns",2017-08-29 00:00:00,2017-08-29 21:06:01,Very fast delivery Congratulations
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,2017-11-07 00:00:00,2017-11-08 21:54:58,i bought three packs of five leaves each of transfer paper for dark fabric and received two tablets of tablets.
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Estava faltando apenas um produto, eu recebi hoje , muito obrigada!
Tudo certo!

Att 

Elenice.",2017-12-16 00:00:00,2017-12-19 23:21:17,"I was missing only one product, I received it today , very thankful!"
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",2018-01-10 00:00:00,2018-01-11 07:47:10,"The thermal bag, besides beautiful, is super spacious . Product according to the announced and the delivery is very fast , delivered well before the deadline ."
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,2017-12-17 00:00:00,2017-12-17 12:14:13,It took longer to deliver
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data... ,2017-10-24 00:00:00,2017-10-25 19:36:57,super swift delivery .... arrived before the date...
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,2018-01-20 00:00:00,2018-05-15 00:45:28,"The delivery was divided into two. There was no communication from the store, and I thought that they had only sent part of the product."
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:56,It does not work does not synchronize
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,2016-10-22 00:00:00,2016-10-26 17:47:19,Recommending to all customers
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,Gostei ,2017-09-24 00:00:00,2017-09-25 14:09:58,I liked it
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,OTIMA,2018-04-19 00:00:00,2018-04-22 12:25:48,OTHER
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.",2017-06-03 00:00:00,2017-06-04 02:22:55,"I liked the bathing game a lot. The flowered print, the embroidered, everything very beautiful."
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:13,"Only one piece had arrived, but the note and the guarantee contained the two jewelry."
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,2018-01-12 00:00:00,2018-01-13 00:28:49,I DO NOT REVENUE THE PRODUCT AND TAKE IN THE SYSTEM I REVENUE FOR THE WORDS
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05 00:00:00,2018-04-06 11:06:19,"I bought the clock, unisex and sent a female clock, much smaller than the advertisement specifications."
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,Sempre compro na lannister.Pra mim é a melhor loja on-line,2018-03-14 00:00:00,2018-03-17 10:26:13,I always buy the lannister. For me it's the best online store
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Produto de qualidade excelente,2017-01-31 00:00:00,2017-02-01 16:56:49,Excellent quality product
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Ótimo custo-benefício,2017-09-14 00:00:00,2017-09-15 14:15:14,Great cost-benefit
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,2017-11-19 00:00:00,2017-11-22 19:34:39,OK
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenção com a entrega,2018-04-27 00:00:00,2018-04-30 08:04:49,I liked the attention with the delivery
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4, 4 ," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
.",2018-05-15 00:00:00,2018-05-16 23:41:51,"If it were glass, it had broken; it came in the box without any protection inside, the box was very thickened... but I like to buy vcs ."
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,2018-05-11 00:00:00,2018-05-14 14:08:04,The piece did not serve
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58,I bought the product on February 25 and today March 29 was not delivered to my home I don't know if the post of this Brazil and it was very bad or it was the store itself that took long to post.
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",2017-04-06 00:00:00,2017-04-09 18:25:12,I bought my product 30 days ago and I didn't receive my product.
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.",2018-08-26 00:00:00,2018-08-29 02:48:21,"I hope to receive this week, which would not be so exceptional, but... I slow more than this would make me give up baratheon."
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"Entregou no prazo certo, fiquei feliz com a compra que fiz",2017-06-23 00:00:00,2017-06-24 00:58:52,"She delivered within the right time limit, I was happy with the purchase I made"
8ef36616bef00398b6e413c124f436c8,6925682cc441a2514cd15f7f17ece7b2,5,,Lindo relógio adorei,2017-05-31 00:00:00,2017-06-01 01:21:14,I loved the schedule of a schedule of schedule of schedule.
57e994485c2ebd293e4fa9cd62e5bb96,201691efe89d4d71f36e5ea279a8759a,3,,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.",2018-03-14 00:00:00,2018-03-16 20:26:10,"I bought two pending lustres, with my partner targaryen and only sent me a lustre.I opened a complaint, but I had not yet received a reply.I wait for a solution from the stores lannister."
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04 00:00:00,2018-07-05 00:56:21,Very good high quality!
a0adf7a439816b22050d6bf433cbbff6,15c8f741c0b7deafafea8af0f7bb6852,5,,"Produto bonito, entregue bem valado e dentro do prazo. Recomendo!",2018-04-10 00:00:00,2018-04-13 11:04:52,"Beautiful product, delivered well valid and within the time limit."
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,,Muito bom,2018-02-20 00:00:00,2018-02-21 09:42:27,Very good
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,Faltou 1 produto e os que recebi 1 veio quebrado,2018-05-23 00:00:00,2018-05-23 22:23:00,There was no product and the ones that received 1 came broken
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07 00:00:00,2018-07-09 18:12:17,"it arrived within the deadline and the product is excellent quality!End the back pain, I am sleeping very well!"
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,não recebi ainda,aqui está descrevendo como entregue só que ate agora não recebi,2018-06-28 00:00:00,2018-06-29 16:34:46,here is describing how delivered just that so far I have not received them
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência ",2016-10-19 00:00:00,2016-10-20 12:40:59,"I think that tracking the product should be better and more accurate, but in general it was a great experience"
5230dc021b8ce3fe53ed728af873a6d1,fc850201b579f014488f1cca40aaa06d,5,,Ainda não tive a oportunidade de testar,2017-11-23 00:00:00,2017-11-25 16:59:50,I had not yet the opportunity to test
4656b8ed41c17f6be05e911e211ecd8f,7bdfa70c4049e7319a3182997e27cb95,3,recomendo,Comecei a usar agora ,2018-05-08 00:00:00,2018-05-10 13:57:17,I started to use it now
8ef0597f9b1870cf46c81358425f0e24,d451da9b109e1786f303924d04ed72a1,5,,nada a declarar,2017-05-20 00:00:00,2017-05-22 11:22:58,nothing to declare
6b341682ab39af9fa00d72d7388c903b,fd65651f855608ad1aa52ff4a741c31a,3,Nota3,"Comprar um produto correto na capa mas interno ser outro.???????
",2018-05-10 00:00:00,2018-05-11 01:15:28,Buying a correct product on the cover but inner being another.??????
e4f0765c572989acb3d2d17c911ccce4,4b661d524b6f0788746514fb6f7ad3fa,3,,entrega super rapida,2017-12-13 00:00:00,2017-12-13 16:35:59,super-safe delivery
557ae9c16a8ea3909db2fc5a01bc5151,287b045cfe9ba0ed08308efc06c366ae,3,Suspense,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais",2018-05-24 00:00:00,2018-05-25 12:23:02,"I made a request for 4 bottles of oil. They reached 2 on one day and the other 2 almost 48 hours later. Contact with the store is very difficult, either via e-mail or by telef.The suspense ended but there I don't buy it anymore"
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,O produto chegou muito rapido e de boa qualidade recomendo o produto,2018-03-09 00:00:00,2018-03-12 10:32:15,"The product arrived very fast and of good quality, and I recommend the product"
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",2017-12-22 00:00:00,2017-12-22 12:20:27,"I am waiting for the arrival of the product I bought!Once this happens, I will have my opinion formed!"
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,2017-05-14 00:00:00,2017-05-19 10:38:27,I bought two products and received only one. I sent two emails to the store and had no return. I am unsatisfied.
fdb0e5a14fb6456e28ce7b3b054b8843,eccb333547035c917db4396ff94c3182,3,,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,2018-02-16 00:00:00,2018-02-17 21:35:00,I would not recommend this store or intend to buy it again. The goods were delivered after the deadline and almost 1 month after the purchase. On the lannister website they usually arrive before the deadline. I was very strayed a lot
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,Recomendo,2018-08-22 00:00:00,2018-08-23 01:51:28,Recommendation
deb6f26fd2c11c556bc9245fd9203469,997cd0cc21c4cc23cf4b07c4f53834db,4,,Atendeu minha expectativa.,2018-02-24 00:00:00,2018-02-25 11:02:05,It met my expectations.
6591adaa3a855d13090d5fd151ad96c2,b3e8f5b15b942cacd19dba17d7179867,5,,Entrega antes do prazo. Produto muito prático e de fácil manuseio. ,2017-08-31 00:00:00,2017-09-01 02:38:17,Delivery before the deadline. Very practical and easy to handle product.
d47fc43c8cd140d66190c178ecfb438d,3757dc827b45811e32f858867877df67,2,,decepcionado,2017-09-20 00:00:00,2017-09-21 23:01:30,disappointed
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"otimo produto só nao veio manual, mas sem problemas.",2018-04-21 00:00:00,2018-04-24 14:26:37,"the best product was not manually available, but without problems."
81e7291e2f92b492eb0340f4406c6897,93720f5a467d2edd5e84e209e8a9a4f6,4,,"Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.
De resto, tudo ok.",2018-04-19 00:00:00,2018-04-22 16:36:04,"One of the pieces did not fit, it was of different diameter. I had to saw and marble to fit and fit."
eb6d75bedecae7b3dbea11b8530637d8,00b9e0f8f588d0406a3de447eb606970,5,,Excelente produto.,2018-02-17 00:00:00,2018-02-19 16:20:08,Excellent product.
593f9b33c3a4c74e37b7b7c49f0cedc4,268762d6a983092f8632e379836806eb,5,,Tudo certo,2017-09-07 00:00:00,2017-09-13 13:51:51,Everything right
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! ",2016-11-02 00:00:00,2016-11-03 12:04:24,"It takes a long time to deliver, I detested the care and I NEVER buy. baratheon when he sold for themselves was much better!"
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08 00:00:00,2018-08-09 05:27:42,Very good product
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1,,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,2018-03-23 00:00:00,2018-03-23 23:21:32,my product did not arrive... according to the screening is stopped in Ribeirão Preto sp...
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:39,product defective at 1 time of use.
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,2018-07-14 00:00:00,2018-07-17 14:28:34,super recommendando professional product quality
252b934455d29ca8cc070504686ecc52,4806c15e687faabdb46ca2643cfcfa6e,1,,até agora não recebi o produto.,2018-03-14 00:00:00,2018-03-14 08:59:57,so far I have not received the product.
b736ff4204044e49e39062584d06fa74,993da8482e658ec7f1d0c6d955604936,1,, A loja anuncia um produto e entrega outro.,2018-08-24 00:00:00,2018-08-27 05:20:47,The store advertises one product and delivers another.
c7475b2c4448321756b6136327f1394e,e11c61aa2d539f826865ea728496f6d4,5,super recoendo,muito bom e rapido quando vi ja tinha chegado,2018-08-23 00:00:00,2018-08-24 18:42:32,very good and fast when I saw it I had arrived
44cdb9cb9c9f8d6bcea59e0b61b8df6a,1a2cff485ae2a17b68b6ccefb1ecdf93,5,,O produto chegou muito bem,2017-12-13 00:00:00,2017-12-16 19:33:23,The product arrived very well
927eaaaaeebc8579c91927f2d0b40049,c835e0746829dbae8bb92fb818ba654d,5,,otimo,2017-10-08 00:00:00,2017-10-09 14:07:22,optimal
